Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Mrs Neely-Hayes MBE,@NeelyHayes,May 12,"Sending the biggest high five to every Year 6 student across the country... you are ALL amazing!! 

Now enjoy the weekend...#softplay #Park #painting #fun #games #love",,,14
William Stanek (Microsoft/O'Reilly/Macmillan/...),@williamstanek,May 12,"Tropical Sunset! http://360studios.pictorem.com. Your visits, likes & shares help us grow. Help save our galleries. Art is forever.  Every photograph has a story to tell 

#photography #sonyalpha #artist #photography #seattle #portland #travel #business #photographs #home #love #style",,,4
PasquesiHome&Gardens,@Pasquesis,May 12,"We wish a happy Mother's Day to all of the wonderful moms!
https://pasquesi.com/home-accents-gifts/celebrate-mother-s-day… #MothersDay #flowers #love",,2,4
AUTHOR RAELLE LOGAN - HISTORICAL & PIRATE ROMANCE,@RaelleLogan1,May 13,"The tantalizing romance you want, the seductive hero you desire, the bloodthirsty villains you fear, the exciting, high seas adventure you crave... you'll find all that and more in the sizzling embrace of a captivating pirate. #book #books #romance http://amazon.com/author/raellelogan…",,10,7
Lisette Brodey,@LisetteBrodey,May 13,"Great sweet #romance series by 
@JanRomes
 
Super price! Start reading today! ",1,8,5
The Main Channel,@MainChannel_,May 13,"'(
@NinsTheWriter
's) book contains romantic tension, deep unforgettable love, and heartbreak.'

http://amazon.com/dp/1645405397

'A 5 romantic western.'

#romance #lovestory #historicalfiction #westernromance #westerns #cowboys #Apache #NewMexico #IARTG  #books #ebooks",,1,2
The Victory Channel,@GoVictoryTV,May 13,"""It is possible to love people that hate you, and the reason is because of the agape love of God flowing through you."" - 
@DonnaMHowells
 

#Friday #Today #VictoryChannel #DonnaHowells #Agape #Twitter #ThinkAboutIt #GodsLove #TakingYouForward #Love",1,1,30
Kari Joys MS,@KariJoys,May 13,"Today & ALWAYS, let your #Love flow!

#JoyTrain #Joy #Kindness #kjoys1 #MentalHealth #Mindfulness #IQRTG #GoldenHearts #IAM #Blessed #IDWP #Mindset #FridayFeeling #FF #FridayMorning #FridayVibes #FridayThoughts #FridayMotivation #FabulousFriday",,4,8
Be Here Now Network,@BeHereNowNet,May 12,"In this special episode, Raghu, RamDev (Dale Borglum), and Jackie Dobrinska weave the tapestry for heartfulness as a way of life. https://beherenownetwork.com/raghu-markus-mindrolling-ep-489-heartfulness-as-a-way-of-life-with-ramdev-dale-borglum-and-jackie-dobrinska/…
 https://youtube.com/watch?v=zoWhUPFrShs…
#podcast #meditation #yoga #mindfulness #spiritual #love #ramdass",,2,3
Sunny,@peachandcats,May 13,"“All My Life” I was taught empathy Marilyn & her Vinnie needs help to pay Rent/Utilities & Groceries Please send donations to http://PayPal.me/BellaandVinnie 
@marilynwinders
 Fair Pickleball “Fast and Furious” #InternationalNursesDay #BamBam “The Mother” #ZeldaTearsOfTheKingdom #love ",1,12,8
Self-Publishers' Showcase,@SelfPubShowcase,May 13,"Trans women of color are turning up dead in the Village, and the police don't seem to care. It's up to a cater waiter, and a beat reporter to solve the case.  https://amazon.com/gp/product/B09FYPNBC8/… #LGBTQ #Romance #Mystery 
@lankyguy",,1,4
